URL,GPE,LOC,NORP,ORG,PERSON,PRODUCT,WORK_OF_ART,url
2136,7.0,,1.0,72.0,22.0,17.0,17.0,www.charlotteregional.com
2137,11.0,2.0,2.0,77.0,51.0,2.0,2.0,www.woodwardhospital.com
2138,85.0,5.0,5.0,147.0,14.0,,4.0,www.backushospital.org
2139,3.0,,,21.0,2.0,,,www.nih.org
2140,5.0,,1.0,29.0,11.0,1.0,2.0,www.whittierpres.com
2141,14.0,3.0,,62.0,9.0,1.0,4.0,www.cvmc.com
2142,43.0,,5.0,89.0,8.0,1.0,7.0,www.stjoeslivingston.org
2143,3.0,,,11.0,1.0,,1.0,iberiarehab.net
2144,26.0,,,35.0,10.0,,2.0,www.swbrenham.org
2145,3.0,,,26.0,8.0,,5.0,www.fryemedctr.com
2146,24.0,2.0,1.0,64.0,26.0,,1.0,www.mayohealthsystem.com
2147,10.0,1.0,1.0,59.0,13.0,,2.0,www.palmdaleregional.com
2148,,,,2.0,,,,www.prairiecommunityhospital.org
2149,14.0,,2.0,78.0,4.0,2.0,2.0,www.osfholyfamily.org
2150,12.0,1.0,2.0,86.0,22.0,,,www.stmaryhealthcare.org
2151,19.0,2.0,1.0,101.0,80.0,21.0,12.0,www.hnmc.com
2152,1.0,5.0,,27.0,5.0,,1.0,www.capecodhealth.org
2153,1.0,1.0,,19.0,2.0,1.0,1.0,www.coloradoplainsmedicalcenter.com
2154,8.0,5.0,,61.0,11.0,,,www.sunnyview.org
2155,6.0,1.0,,98.0,4.0,1.0,3.0,www.mcrmc.org
2156,4.0,1.0,1.0,53.0,22.0,,1.0,www.hillregionalhospital.com
2157,12.0,,,51.0,22.0,,1.0,www.hegghc.org
2158,13.0,1.0,,33.0,9.0,4.0,5.0,www.dcmhsd.org
2159,4.0,4.0,1.0,55.0,22.0,1.0,3.0,www.cmhregional.com
2160,3.0,,2.0,25.0,4.0,,2.0,www.healthsouthflorence.com
2161,2.0,,,24.0,8.0,1.0,3.0,www.ajhc.org
2162,9.0,,2.0,51.0,9.0,1.0,5.0,www.baptistnortheast.com
2163,8.0,1.0,,26.0,13.0,,,www.pcmhfs.com
2164,10.0,,2.0,20.0,4.0,,2.0,www.sli.org
2165,7.0,,,9.0,2.0,,4.0,www.fairbankscd.org
2166,10.0,1.0,,56.0,8.0,1.0,4.0,www.stcharleshealthcare.org
2167,9.0,8.0,,108.0,4.0,1.0,5.0,www.cdh.org
2168,2.0,3.0,,17.0,4.0,,,www.sfcare.org
2169,15.0,,2.0,37.0,3.0,,,www.murraymedical.org
2170,1.0,,,1.0,,,,www.pcmhosp.com
2171,2.0,,,53.0,6.0,,1.0,www.minidokamemorial.com
2172,7.0,1.0,2.0,43.0,7.0,2.0,2.0,www.dshealthcare.com
2173,12.0,3.0,,135.0,17.0,2.0,5.0,www.medicalcenterofmckinney.com
2174,9.0,,,57.0,10.0,,6.0,www.kindredatlanta.com
2175,41.0,,6.0,109.0,12.0,2.0,8.0,www.stjoesannarbor.org
2176,5.0,2.0,,26.0,1.0,,1.0,www.boystownhospital.org
2177,7.0,1.0,,28.0,6.0,1.0,2.0,www.providencehospitals.com
2178,23.0,,1.0,45.0,10.0,,5.0,www.hcmc-tn.org
2179,9.0,,7.0,30.0,2.0,9.0,,www.mymcso.com
2180,10.0,1.0,,41.0,3.0,,1.0,www.stvincentswestchester.org
2181,1.0,,,15.0,4.0,,2.0,www.khmilwaukee.com
2182,,,1.0,13.0,1.0,1.0,1.0,www.ponderamedical.com
2183,6.0,2.0,1.0,38.0,11.0,,3.0,www.chmcla.org
2184,7.0,,1.0,38.0,7.0,,4.0,www.camdenclark.org
2185,2.0,,,33.0,1.0,,,www.kchks.com
2186,29.0,6.0,2.0,224.0,37.0,2.0,13.0,www.bmc.org
2187,10.0,4.0,,98.0,23.0,2.0,16.0,www.morehead.org
2188,2.0,1.0,,11.0,2.0,,,www.bwwmh.com
2189,,,,1.0,,,,www.aspirus-ontonagon.org
2190,5.0,,2.0,60.0,16.0,1.0,4.0,www.wcahospital.org
2191,4.0,,1.0,21.0,1.0,,4.0,www.fhn.org
2192,2.0,,,15.0,5.0,,1.0,www.khamarillo.com
2193,6.0,2.0,1.0,44.0,5.0,,2.0,www.stmarymedicalcenter.org
2194,5.0,,1.0,15.0,3.0,,3.0,keystone.crchealth.com
2195,11.0,,,20.0,5.0,,2.0,www.mahaskahealth.com
2196,,,,,,,,www.austinsurgicalhospital.com
2197,,,,2.0,,,,www.newrivermedical.com
2198,4.0,,4.0,54.0,24.0,9.0,8.0,www.holyrosaryhealthcare.org
2199,19.0,,7.0,37.0,6.0,,,www.hudsoncountynj.org
2200,89.0,8.0,6.0,537.0,65.0,4.0,24.0,www.palmettohealth.org
2201,12.0,1.0,1.0,24.0,14.0,1.0,2.0,co.burlington.nj.us
2202,19.0,,3.0,44.0,13.0,1.0,3.0,www.baptisthealth.com
2203,7.0,,1.0,31.0,11.0,,2.0,www.ejgh.org
2204,,,,6.0,1.0,,3.0,www.fourcounty.org
2205,10.0,,1.0,14.0,3.0,,2.0,www.brentwoodmeadows.com
2206,,,,19.0,,2.0,1.0,www.hillcrestbhs.com
2207,2.0,,,11.0,1.0,,,www.gradymem.org
2208,5.0,,,21.0,1.0,,,www.sireading.com
2209,19.0,2.0,2.0,20.0,7.0,,,www.stjosephshealth.org
2210,10.0,,10.0,69.0,10.0,1.0,2.0,www.okheart.com
2211,24.0,,2.0,58.0,9.0,1.0,6.0,www.calvaryhospital.org
2212,18.0,,,51.0,9.0,5.0,1.0,www.stjohn.org
2213,9.0,2.0,4.0,71.0,38.0,1.0,3.0,www.milebluff.com
2214,6.0,,,46.0,8.0,,1.0,www.cozadhealthcare.com
2215,11.0,2.0,3.0,59.0,16.0,1.0,3.0,www.phoebeputney.com
2216,16.0,,,34.0,24.0,,4.0,www.telecarecorp.com
2217,32.0,8.0,,92.0,7.0,2.0,,www.intermountainhealthcare.org
2218,17.0,1.0,1.0,86.0,27.0,,7.0,www.huntingtonhospital.com
2219,20.0,7.0,,134.0,17.0,2.0,8.0,www.lawnwoodmed.com
2220,22.0,2.0,1.0,64.0,26.0,,1.0,www.smc-mhs.org
2221,6.0,2.0,1.0,74.0,10.0,5.0,9.0,www.valleycountyhealthsystem.org
2222,13.0,,2.0,34.0,9.0,,1.0,www.smmc.org
2223,14.0,4.0,3.0,87.0,11.0,2.0,4.0,www.nemhs.net
2224,27.0,5.0,1.0,83.0,9.0,,5.0,www.goodsamsanjose.com
2225,2.0,,,13.0,7.0,2.0,,www.coopercmh.com
2226,4.0,1.0,,30.0,1.0,1.0,,www.oneidahealthcare.org
2227,10.0,2.0,,17.0,3.0,1.0,,www.burnettmedicalcenter.com
2228,25.0,2.0,,54.0,4.0,1.0,3.0,www.cmhsumner.org
2229,1.0,2.0,1.0,16.0,4.0,3.0,,www.flagstaffmedicalcenter.com
2230,6.0,,,30.0,14.0,,,www.smhdhealth.org
2231,16.0,,,41.0,2.0,,,www.fcmcpa.org
2232,6.0,,,58.0,5.0,1.0,,www.matagordaregional.org
2233,5.0,,,26.0,9.0,,1.0,www.care-one.com
2234,1.0,1.0,,16.0,3.0,,,www.portmed.org
2235,4.0,,,15.0,5.0,1.0,6.0,www.porterstarke.org
2236,3.0,,,21.0,,,2.0,www.barretthospital.org
2237,1.0,,1.0,24.0,5.0,,2.0,www.healthsouthwalton.com
2238,2.0,,1.0,29.0,32.0,3.0,1.0,pvillehosp.org
2239,10.0,5.0,3.0,83.0,32.0,3.0,9.0,www.merithealthwesley.com
2240,10.0,2.0,4.0,73.0,15.0,2.0,6.0,leememorial.org
2241,13.0,2.0,,65.0,25.0,2.0,2.0,www.oconnorhosp.org
2242,19.0,3.0,,39.0,5.0,,3.0,www.kindredrahway.com
2243,1.0,,,25.0,4.0,,2.0,www.shoshonehealth.com
2244,9.0,5.0,3.0,29.0,27.0,,2.0,www.mrhcok.com
2245,86.0,5.0,2.0,143.0,21.0,,6.0,www.mountainviewregional.org
2246,46.0,8.0,2.0,106.0,23.0,2.0,6.0,www.stlukeshospitalnyc.org
2247,2.0,1.0,,16.0,2.0,,,www.potomacvalleyhospital.com
2248,,,,2.0,,,,www.alpenaregionalmedicalcenter.org
2249,7.0,1.0,,60.0,7.0,,3.0,www.fanninregionalhospital.com
2250,2.0,,1.0,25.0,5.0,,2.0,www.hsriosa.com
2251,8.0,2.0,3.0,72.0,4.0,2.0,4.0,www.meekermemorial.org
2252,1.0,,,38.0,7.0,,2.0,www.parkviewregional.com
2253,4.0,,1.0,6.0,3.0,1.0,,www.intracare.org
2254,13.0,1.0,3.0,63.0,13.0,,1.0,sisteremmanuelhospital.org
2255,7.0,,1.0,57.0,4.0,,1.0,www.nych.com
2256,4.0,,2.0,62.0,11.0,,2.0,www.maringeneral.org
2257,4.0,1.0,,17.0,2.0,,1.0,www.lourdesrmc.com
2258,18.0,3.0,3.0,43.0,5.0,1.0,1.0,www.allinamercy.org
2259,2.0,,1.0,29.0,4.0,,3.0,www.healthsouthspringhill.com
2260,1.0,1.0,,139.0,34.0,2.0,6.0,www.hdmc.org
2261,46.0,2.0,1.0,58.0,63.0,2.0,6.0,www.elpasospecialtyhospital.com
2262,10.0,,,15.0,2.0,,,sabinecountyhospital.com
2263,,,,,,,,www.collegehospitals.com
2264,8.0,1.0,,84.0,12.0,,2.0,www.woodlawnhospital.com
2265,8.0,12.0,,33.0,29.0,1.0,9.0,www.vhnwindiana.com
2266,26.0,2.0,4.0,169.0,67.0,2.0,4.0,www.rwjhamilton.org
2267,7.0,1.0,,73.0,11.0,1.0,9.0,www.kmcnetwork.org
2268,4.0,4.0,2.0,96.0,13.0,3.0,5.0,www.ncmc-hospital.com
2269,13.0,,,46.0,10.0,4.0,4.0,www.stmarysjanesville.com
2270,13.0,1.0,14.0,57.0,9.0,1.0,4.0,www.archbold.org
2271,117.0,,100.0,1096.0,636.0,1.0,230.0,capitalregionalmedicalcenter.com
2272,3.0,,,30.0,2.0,1.0,1.0,www.dukeregional.org
2273,4.0,,1.0,47.0,4.0,1.0,2.0,www.pennmedicine.org
2274,3.0,1.0,,7.0,3.0,,5.0,www.sistersvillehospital.com
2275,11.0,10.0,1.0,80.0,12.0,1.0,2.0,www.westhoustonmedical.com
2276,6.0,,2.0,37.0,5.0,3.0,1.0,www.mgh.net
2277,4.0,3.0,,61.0,10.0,,3.0,www.bacharach.org
2278,5.0,1.0,,40.0,9.0,3.0,,www.fatimahospital.com
2279,3.0,1.0,,12.0,12.0,,1.0,www.uhd.org
2280,19.0,,1.0,48.0,16.0,,2.0,www.mercyfolsom.org
2281,13.0,,2.0,187.0,25.0,1.0,6.0,www.hialeahhosp.com
2282,3.0,3.0,,25.0,21.0,2.0,,www.nbhh.com
2283,14.0,2.0,1.0,32.0,6.0,,4.0,www.parkviewamc.org
2284,8.0,,3.0,46.0,,1.0,1.0,www.nyhq.org
2285,13.0,2.0,,27.0,3.0,1.0,5.0,www.vrhamarillo.com
2286,9.0,1.0,1.0,4.0,5.0,,2.0,www.kindredrichmond.com
2287,8.0,,1.0,26.0,5.0,,3.0,www.hunterdonhealthcare.org
2288,6.0,2.0,,42.0,1.0,6.0,,www.mercydurango.org
2289,26.0,8.0,2.0,87.0,16.0,1.0,4.0,valleyregionalmedicalcenter.com
2290,4.0,2.0,1.0,36.0,4.0,2.0,3.0,www.cloquethospital.com
2291,2.0,,,10.0,1.0,,,www.imhcc.com
2292,69.0,4.0,2.0,132.0,26.0,5.0,6.0,www.froedtert.com
2293,5.0,1.0,,24.0,,,1.0,www.millwoodhospital.com
2294,20.0,3.0,1.0,11.0,7.0,,,www.obha.info
2295,6.0,,,26.0,3.0,,4.0,windomareahospital.com
2296,,,,,,,,www.uihealthcare.com
2297,13.0,,1.0,70.0,16.0,18.0,6.0,www.claibornehospital.org
2298,3.0,,,56.0,7.0,1.0,2.0,jamaicahospital.org
2299,27.0,1.0,1.0,70.0,32.0,,4.0,www.santarosamedicalcenter.org
2300,12.0,2.0,,39.0,10.0,1.0,2.0,www.princegeorgeshospital.org
2301,7.0,,,45.0,17.0,,7.0,www.summerlinhospital.com
2302,1.0,,,4.0,1.0,,,www.mercymemorial.org
2303,9.0,,2.0,18.0,1.0,,2.0,www.chippewavalleyhospital.com
2304,7.0,,2.0,24.0,3.0,1.0,,www.pssurgery.com
2305,6.0,2.0,,37.0,19.0,4.0,1.0,www.bassett.org
2306,11.0,1.0,1.0,58.0,4.0,1.0,7.0,www.sandimashospital.com
2307,1.0,,,25.0,,3.0,1.0,www.geisinger.org
2308,10.0,2.0,,32.0,11.0,,2.0,www.rhsnm.ernesthealth.com
2309,18.0,1.0,2.0,92.0,4.0,1.0,5.0,www.ohsi.com
2310,2.0,1.0,1.0,4.0,2.0,1.0,1.0,www.firstcarehc.com
2311,12.0,1.0,1.0,36.0,6.0,2.0,,www.summersvilleregional.org
2312,8.0,,3.0,47.0,3.0,4.0,,www.highlinemedicalcenter.org
2313,19.0,,2.0,75.0,17.0,9.0,6.0,www.covenanthealth.com
2314,14.0,,4.0,59.0,18.0,1.0,4.0,www.brookhavenhospital.com
2315,7.0,1.0,1.0,34.0,12.0,,7.0,denton.thehearthospitalbaylor.com
2316,6.0,2.0,1.0,47.0,8.0,,4.0,www.stjosephscares.org
2317,12.0,3.0,,65.0,25.0,3.0,9.0,www.hackensackumc.org
2318,40.0,3.0,,63.0,5.0,,1.0,www.grundycountyhospital.com
2319,3.0,,,32.0,1.0,1.0,1.0,www.stjohnshealth.org
2320,4.0,2.0,,54.0,13.0,,4.0,www.smmccares.com
2321,5.0,,5.0,17.0,30.0,7.0,1.0,www.fallshospital.com
2322,8.0,,1.0,66.0,22.0,4.0,15.0,www.stclair.org
2323,,,,1.0,,,,www.epichealthcare.net
2324,1.0,,,21.0,4.0,,2.0,www.lsuhscshreveport.edu
2325,5.0,2.0,,23.0,11.0,,,www.bcmh.org
2326,5.0,,,61.0,4.0,1.0,2.0,www.united-medicalcenter.com
2327,16.0,1.0,,73.0,4.0,2.0,4.0,www.lakeregional.com
2328,15.0,1.0,1.0,50.0,2.0,,1.0,kentuckianamedcen.com
2329,16.0,1.0,1.0,43.0,20.0,,,mckeesport.selectspecialtyhospitals.com
2330,9.0,2.0,,17.0,9.0,,5.0,www.delamohospital.com
2331,9.0,2.0,,23.0,1.0,,,www.madisonmedicalcenter.net
2332,31.0,9.0,7.0,162.0,17.0,7.0,10.0,www.stelizabeth.com
2333,25.0,2.0,1.0,73.0,40.0,,2.0,www.springhillregional.net
2334,46.0,3.0,6.0,193.0,50.0,7.0,13.0,www.stpetegeneral.com
2335,20.0,,13.0,91.0,10.0,2.0,2.0,www.floridahospitalflagler.com
2336,1.0,,1.0,12.0,,1.0,1.0,www.chghospitals.com
2337,40.0,3.0,4.0,121.0,131.0,,2.0,www.pvhmc.org
2338,37.0,,1.0,68.0,33.0,,3.0,www.knoxvillehospital.org
2339,4.0,,,27.0,1.0,,,www.cavernahospital.com
2340,17.0,6.0,1.0,10.0,6.0,1.0,,www.obhlc.info
2341,1.0,,1.0,27.0,4.0,,2.0,www.uvahealthsouth.com
2342,8.0,,2.0,68.0,3.0,,,www.mayoclinic.org
2343,6.0,,1.0,44.0,6.0,,2.0,www.valleycare.com
2344,9.0,2.0,,87.0,9.0,,5.0,www.fresnoheartandsurgical.org
2345,5.0,4.0,,22.0,4.0,,1.0,www.avoyelleshospital.com
2346,74.0,3.0,8.0,111.0,207.0,3.0,2.0,www.mercyregional.org
2347,13.0,3.0,,34.0,5.0,,3.0,www.kindredhospitalla.com
2348,15.0,,,40.0,8.0,2.0,7.0,www.cantonmercy.org
2349,8.0,3.0,,46.0,13.0,,2.0,www.desertspringshospital.com
2350,12.0,1.0,1.0,105.0,10.0,2.0,4.0,www.uhhs.com
2351,12.0,,1.0,42.0,19.0,,4.0,www.stjoeschipfalls.com
2352,16.0,4.0,,130.0,14.0,1.0,5.0,www.doctorsmanteca.com
2353,33.0,8.0,1.0,66.0,51.0,6.0,7.0,www.unm.edu
2354,9.0,,,46.0,8.0,,,www.mrhme.org
2355,66.0,8.0,8.0,267.0,22.0,2.0,6.0,www.egh.org
2356,8.0,1.0,1.0,53.0,30.0,,5.0,www.rmchospital.com
2357,,,,1.0,,,,www.kernan.org
2358,4.0,,1.0,26.0,4.0,,3.0,www.reliantabilene.com
2359,3.0,,,4.0,,,1.0,beaconchildrenshospital.com
2360,7.0,,,42.0,5.0,,3.0,www.roph.org
2361,11.0,,2.0,31.0,12.0,2.0,,www.mcgh.net
2362,38.0,3.0,5.0,245.0,117.0,10.0,29.0,www.largomedical.com
2363,2.0,1.0,,25.0,3.0,1.0,,dimmitcountymemorial.org
2364,15.0,,,40.0,5.0,,1.0,www.stlukes-stl.com
2365,,,,2.0,,1.0,,www.mageerehab.org
2366,2.0,2.0,,22.0,7.0,,4.0,www.westernplainsmc.com
2367,1.0,,,2.0,1.0,,,www.fultoncountyhospital.org
2368,2.0,,1.0,8.0,,,,psychiatry.uams.edu
2369,5.0,,1.0,65.0,4.0,1.0,1.0,www.kchs.org
2370,4.0,,1.0,12.0,3.0,,1.0,www.dchospital.com
2371,11.0,,,19.0,1.0,1.0,1.0,www.conversehospital.com
2372,6.0,1.0,,88.0,1.0,2.0,4.0,www.uniontownhospital.com
2373,2.0,,2.0,35.0,12.0,2.0,3.0,wardmemorial.com
2374,28.0,6.0,2.0,46.0,26.0,3.0,2.0,www.colemantexas.org
2375,9.0,,,41.0,2.0,,2.0,www.taylorvillememorial.org
2376,5.0,1.0,2.0,32.0,5.0,,1.0,www.wetzelcountyhospital.com
2377,1.0,,,16.0,,1.0,1.0,www.rockfordcenter.com
2378,4.0,,3.0,36.0,4.0,,2.0,www.boscobelhealth.com
2379,1.0,3.0,,33.0,5.0,5.0,3.0,www.baconcountyhospital.com
2380,19.0,3.0,,90.0,11.0,2.0,3.0,www.losrobleshospital.com
2381,4.0,,,28.0,3.0,4.0,2.0,www.igh-hospital.com
2382,18.0,2.0,,35.0,5.0,,,www.nchsi.com
2383,,,,,,,,www.dubuis.org
2384,23.0,5.0,6.0,94.0,28.0,1.0,4.0,www.tennova.com
2385,18.0,2.0,2.0,75.0,24.0,,3.0,www.glenrosemedicalcenter.com
2386,5.0,,,17.0,,,,www.marltonrehab.com
2387,1.0,,1.0,26.0,4.0,,3.0,www.healthsouthdothan.com
2388,6.0,4.0,1.0,11.0,3.0,2.0,4.0,www.yakimamemorial.org
2389,9.0,6.0,2.0,71.0,16.0,1.0,4.0,www.heartlandregional.com
2390,6.0,,1.0,25.0,4.0,,1.0,www.acadiavermilion.com
2391,,,,22.0,3.0,2.0,1.0,www.jellicohospital.com
2392,9.0,,,57.0,10.0,,6.0,www.khwhiterock.com
2393,7.0,2.0,,41.0,9.0,,1.0,www.rcrmc.org
2394,1.0,,,17.0,2.0,,1.0,www.flemingcountyhospital.org
2395,7.0,,,34.0,8.0,,1.0,www.bmh.org
2396,6.0,2.0,3.0,33.0,12.0,,5.0,www.allinahealth.org
2397,4.0,,2.0,36.0,4.0,,2.0,bcmedsvcs.com
2398,12.0,,,53.0,3.0,2.0,1.0,www.maimonidesmed.org
2399,7.0,,,34.0,84.0,,3.0,nwsurgicalokc.com
2400,,,,2.0,,,,www.vhcentraldakotas.com
2401,7.0,1.0,2.0,45.0,14.0,1.0,1.0,www.wecareforlife.com
2402,21.0,,54.0,148.0,37.0,,3.0,www.stemc.org
2403,23.0,3.0,1.0,41.0,5.0,3.0,2.0,www.missouridelta.com
2404,5.0,1.0,3.0,103.0,5.0,,2.0,www.hebrewhealthcare.org
2405,52.0,4.0,2.0,144.0,16.0,2.0,5.0,www.doctorsofsarasota.com
2406,6.0,1.0,,19.0,3.0,,1.0,yalobushageneral.com
2407,2.0,,,20.0,1.0,2.0,3.0,www.brrehab.com
2408,12.0,,,52.0,7.0,3.0,1.0,www.medstarfranklin.org
2409,3.0,1.0,1.0,12.0,1.0,,,www.nygsh.org
2410,8.0,3.0,1.0,47.0,9.0,1.0,2.0,www.ashlandmmc.com
2411,12.0,3.0,,11.0,39.0,,1.0,www.hillcrest.com
2412,5.0,,2.0,78.0,6.0,,5.0,www.gibsonhospital.org
2413,1.0,1.0,,8.0,3.0,,1.0,www.dodgecountyhospital.com
2414,,,,4.0,,,,www.nvbh.com
2415,1.0,,,16.0,6.0,,1.0,www.oahs.us
2416,9.0,,,57.0,10.0,,6.0,www.khnashville.com
2417,11.0,,55.0,10.0,6.0,,1.0,www.saintanthonyhospital.org
2418,13.0,4.0,5.0,50.0,71.0,,8.0,www.mth.org
2419,6.0,,2.0,20.0,,,,www.physurg.com
2420,5.0,,,73.0,7.0,1.0,3.0,www.marlboroughhospital.org
2421,14.0,,4.0,40.0,8.0,,3.0,www.texashealthhuguley.org
2422,4.0,2.0,,16.0,7.0,,5.0,www.thephysicianscentre.com
2423,1.0,,,22.0,,1.0,3.0,www.appletonareahealth.com
2424,3.0,2.0,,11.0,11.0,,,www.sjvcenter.org
2425,,,1.0,6.0,1.0,1.0,,www.cmhhospital.org
2426,12.0,,,34.0,1.0,,1.0,www.co.wood.wi.us
2427,5.0,,1.0,57.0,21.0,,6.0,www.hrhonline.org
2428,3.0,2.0,1.0,39.0,7.0,,3.0,umrehabortho.org
2429,12.0,,,41.0,7.0,1.0,2.0,www.tcmh.org
2430,2.0,,26.0,24.0,22.0,1.0,1.0,www.elevatinghealthcare.org
2431,16.0,2.0,,40.0,8.0,1.0,1.0,www.lompocvmc.com
2432,15.0,,,27.0,1.0,1.0,3.0,www.pamf.org
2433,3.0,1.0,,14.0,,,,www.kimballhealth.org
2434,22.0,,,67.0,2.0,,,www.apalacheecenter.org
2435,6.0,,3.0,89.0,4.0,,7.0,www.adventisthealthcv.com
2436,5.0,,,25.0,4.0,1.0,2.0,www.kdmc.com
2437,1.0,,,3.0,1.0,,,www.slvrmc.org
2438,11.0,4.0,,15.0,2.0,,,summitsurgicalinc.com
2439,26.0,1.0,2.0,63.0,22.0,1.0,5.0,www.jackhughstonmemorialhospital.com
2440,10.0,1.0,4.0,34.0,7.0,1.0,1.0,www.ephc.org
2441,1.0,,1.0,31.0,6.0,,1.0,www.beauregard.org
2442,200.0,33.0,3.0,126.0,332.0,2.0,17.0,www.tbhcare.com
2443,9.0,,,83.0,23.0,3.0,2.0,www.mercer-health.com
2444,10.0,9.0,4.0,65.0,19.0,,3.0,www.stjudemedicalcenter.org
2445,21.0,2.0,38.0,54.0,14.0,2.0,1.0,www.hobokenumc.com
2446,4.0,,2.0,17.0,6.0,,4.0,www.streamwoodhospital.com
2447,19.0,3.0,1.0,80.0,31.0,,3.0,www.commonwealthhealth.net
2448,6.0,,,42.0,8.0,1.0,2.0,www.newmilfordhospital.org
2449,10.0,,,86.0,8.0,,,www.missouribaptistmedicalcenter.org
2450,7.0,1.0,53.0,30.0,6.0,,1.0,www.noblehospital.org
2451,1.0,,,28.0,1.0,,,www.dalemedical.org
2452,94.0,4.0,8.0,113.0,230.0,,11.0,www.beloithealthsystem.org
2453,4.0,,2.0,38.0,4.0,,,www.hschealth.org
2454,13.0,1.0,3.0,71.0,6.0,1.0,6.0,www.childrensnational.org
2455,5.0,,,53.0,5.0,1.0,2.0,www.cannonhospital.org
2456,1.0,,2.0,29.0,8.0,,5.0,www.rheamedical.org
2457,16.0,,2.0,64.0,9.0,1.0,3.0,www.crossroadscommunityhospital.com
2458,15.0,1.0,,44.0,9.0,,2.0,www.wcgh.org
2459,10.0,,1.0,4.0,1.0,,1.0,www.mercyonline.org
2460,10.0,,2.0,38.0,19.0,1.0,8.0,www.bchmed.org
2461,4.0,,,53.0,3.0,,2.0,www.heringtonhospital.org
2462,8.0,3.0,,51.0,4.0,1.0,,www.communityhospitalofanaconda.org
2463,23.0,1.0,1.0,62.0,3.0,1.0,4.0,www.countyofsb.org
2464,1.0,,13.0,38.0,13.0,,1.0,www.uwhealth.org
2465,10.0,,2.0,48.0,10.0,3.0,1.0,www.mhhs1.org
2466,14.0,5.0,,54.0,4.0,1.0,1.0,www.sshnv.org
2467,7.0,,,25.0,2.0,1.0,,www.memhosp.com
2468,,,,,,,,www.holycrosshospital.org
2469,3.0,,,22.0,2.0,,,www.dch.org
2470,28.0,2.0,10.0,107.0,41.0,2.0,5.0,houstonphysicianshospital.com
2471,21.0,3.0,54.0,52.0,12.0,,,www.umcno.org
2472,7.0,3.0,3.0,21.0,5.0,1.0,,hillcresthenryetta.com
2473,1.0,1.0,,20.0,4.0,,3.0,www.bluegrasscommunityhospital.com
2474,3.0,,,13.0,7.0,,4.0,www.hbch.org
2475,7.0,1.0,,31.0,10.0,,2.0,www.hnjh.org
2476,32.0,5.0,1.0,34.0,2.0,3.0,1.0,www.parkridgehealth.org
2477,170.0,13.0,6.0,187.0,31.0,6.0,19.0,www.wellstar.org
2478,19.0,5.0,1.0,249.0,37.0,,11.0,www.sphn.com
2479,7.0,8.0,,40.0,14.0,,4.0,www.cuyunamed.org
2480,4.0,1.0,,38.0,4.0,,,www.pershinghospital.org
2481,48.0,10.0,7.0,254.0,44.0,5.0,13.0,www.riverparisheshospital.com
2482,13.0,1.0,,40.0,8.0,5.0,2.0,www.kindredhospitalindy.com
2483,15.0,1.0,,48.0,2.0,2.0,2.0,www.svghd.org
2484,22.0,2.0,2.0,115.0,37.0,3.0,10.0,timphospital.com
2485,4.0,11.0,,103.0,10.0,1.0,4.0,www.bayregional.org
2486,1.0,,,36.0,11.0,,4.0,www.grhsonline.org
2487,17.0,1.0,60.0,59.0,12.0,1.0,2.0,www.roswellregional.com
2488,,3.0,1.0,37.0,8.0,,1.0,www.memorialhermann.org
2489,22.0,2.0,2.0,58.0,9.0,,5.0,www.ohiovalleyhospital.org
2490,23.0,,11.0,97.0,9.0,4.0,2.0,www.floridahospitalmemorial.org
2491,10.0,1.0,3.0,21.0,8.0,,3.0,www.texashealthsouthlake.com
2492,8.0,,,52.0,16.0,1.0,3.0,www.promedica.org
2493,10.0,2.0,3.0,77.0,10.0,1.0,,www.umc.edu
2494,9.0,3.0,,86.0,6.0,,3.0,www.uvmc.com
2495,21.0,,,38.0,13.0,3.0,3.0,www.pachs.com
2496,4.0,2.0,1.0,30.0,15.0,,1.0,www.bryanhealth.com
2497,27.0,10.0,1.0,84.0,7.0,,5.0,www.admc.org
2498,6.0,,2.0,63.0,37.0,,4.0,www.navarrohospital.com
2499,5.0,4.0,,38.0,10.0,2.0,4.0,www.northeastrehab.com
2500,4.0,4.0,,66.0,4.0,,,www.brighamandwomens.org
2501,15.0,1.0,1.0,162.0,23.0,,14.0,www.hiltonheadregional.com
2502,13.0,,2.0,75.0,21.0,1.0,3.0,www.northside.com
2503,3.0,1.0,,12.0,,,,www.ilhcgh.org
2504,,,,30.0,2.0,1.0,2.0,www.russellvillehospital.com
2505,7.0,,4.0,229.0,44.0,4.0,17.0,www.childrensomaha.org
2506,,,,11.0,4.0,,1.0,pmcmt.org
2507,19.0,3.0,,90.0,11.0,2.0,4.0,www.toshospital.com
2508,2.0,,,56.0,12.0,1.0,3.0,www.altavistaregionalhospital.com
2509,3.0,1.0,,20.0,4.0,,4.0,www.vallevistahospital.com
2510,14.0,2.0,1.0,352.0,49.0,4.0,15.0,www.haysmed.com
2511,9.0,2.0,,41.0,11.0,,2.0,www.ncltah.ernesthealth.com
2512,1.0,,,12.0,2.0,2.0,,www.thevineshospital.com
2513,13.0,1.0,,73.0,3.0,1.0,9.0,www.prmctx.com
2514,9.0,1.0,,39.0,6.0,,6.0,www.mercyiowacity.org
2515,34.0,,11.0,82.0,14.0,1.0,3.0,www.fhnorthpinellas.com
2516,10.0,,5.0,21.0,7.0,,3.0,www.slu.edu
2517,14.0,2.0,2.0,107.0,10.0,,1.0,www.spencerhospital.org
