URL,ADJ,ADP,ADV,CCONJ,DET,NOUN,NUM,PART,PRON,PUNCT,SYM,VERB,url
2107,97.0,99.0,17.0,48.0,33.0,179.0,136.0,33.0,12.0,90,14.0,84.0,www.childrens-specialized.org
2108,4.0,17.0,2.0,25.0,7.0,46.0,15.0,3.0,3.0,35,4.0,14.0,www.tyronehospital.org
2109,40.0,38.0,10.0,13.0,42.0,160.0,26.0,7.0,12.0,294,11.0,79.0,www.sths.com
2110,3.0,2.0,1.0,2.0,2.0,34.0,2.0,,1.0,10,,11.0,www.wrangellmedicalcenter.com
2111,43.0,39.0,9.0,17.0,23.0,83.0,18.0,10.0,9.0,52,1.0,51.0,www.sh-ok.com
2112,152.0,173.0,38.0,101.0,113.0,406.0,94.0,40.0,11.0,223,16.0,217.0,www.bradleyhospital.org
2113,43.0,54.0,10.0,19.0,20.0,82.0,12.0,14.0,12.0,54,6.0,58.0,www.doctorsmemorial.com
2114,87.0,72.0,6.0,57.0,40.0,144.0,27.0,3.0,,78,3.0,53.0,www.semel.ucla.edu
2115,40.0,40.0,7.0,41.0,46.0,184.0,18.0,5.0,10.0,91,10.0,43.0,www.siuh.edu
2116,133.0,174.0,71.0,35.0,92.0,289.0,31.0,33.0,99.0,157,6.0,259.0,www.kindredbos.com
2117,20.0,22.0,2.0,5.0,13.0,45.0,17.0,2.0,2.0,38,1.0,27.0,www.nrvsurgery.com
2118,76.0,99.0,12.0,34.0,33.0,140.0,49.0,14.0,17.0,116,3.0,112.0,www.maderahospital.org
2119,50.0,39.0,7.0,9.0,13.0,73.0,17.0,7.0,5.0,48,2.0,30.0,www.medctrbarbour.org
2120,153.0,162.0,58.0,86.0,91.0,395.0,62.0,32.0,56.0,138,4.0,226.0,www.riddlehospital.org
2121,9.0,5.0,,,7.0,23.0,,3.0,2.0,10,,18.0,www.villageatpelham.com
2122,34.0,56.0,8.0,14.0,19.0,78.0,28.0,8.0,9.0,76,5.0,57.0,www.elih.org
2123,26.0,41.0,7.0,22.0,18.0,46.0,20.0,7.0,14.0,22,3.0,51.0,www.redlandshospital.org
2124,20.0,25.0,3.0,4.0,11.0,55.0,8.0,1.0,3.0,16,,10.0,www.pwasc.org
2125,10.0,19.0,7.0,4.0,17.0,37.0,3.0,3.0,12.0,22,1.0,36.0,www.mercerhospital.org
2126,27.0,29.0,6.0,8.0,7.0,43.0,8.0,3.0,6.0,33,8.0,23.0,www.stjosephhealth.org
2127,6.0,12.0,4.0,17.0,11.0,46.0,21.0,1.0,2.0,59,8.0,14.0,www.hcmh.com
2128,81.0,78.0,25.0,40.0,52.0,190.0,44.0,17.0,28.0,129,7.0,117.0,www.thewilloughatnaples.com
2129,9.0,15.0,2.0,4.0,13.0,35.0,14.0,3.0,2.0,13,2.0,24.0,www.samaritanhospital.net
2130,40.0,55.0,7.0,29.0,23.0,100.0,105.0,3.0,5.0,89,25.0,57.0,www.newtonmedical.com
2131,22.0,27.0,4.0,14.0,18.0,85.0,30.0,3.0,9.0,53,7.0,32.0,www.ochonline.com
2132,27.0,45.0,4.0,18.0,25.0,72.0,27.0,7.0,7.0,52,,45.0,www.bellhospital.org
2133,37.0,45.0,6.0,18.0,28.0,86.0,68.0,17.0,7.0,77,5.0,47.0,www.hornmemorialhospital.org
2134,40.0,52.0,6.0,27.0,36.0,121.0,14.0,16.0,4.0,73,8.0,59.0,www.childrenshospitaloakland.org
2135,18.0,23.0,11.0,6.0,12.0,37.0,12.0,4.0,6.0,28,2.0,26.0,muensterhospital.com
2136,539.0,621.0,327.0,139.0,453.0,955.0,87.0,212.0,404.0,473,1.0,1224.0,www.charlotteregional.com
2137,78.0,87.0,41.0,38.0,43.0,210.0,94.0,17.0,26.0,205,17.0,121.0,www.woodwardhospital.com
2138,90.0,97.0,48.0,75.0,66.0,232.0,26.0,10.0,32.0,68,6.0,125.0,www.backushospital.org
2139,16.0,23.0,2.0,3.0,9.0,25.0,10.0,2.0,3.0,25,2.0,28.0,www.nih.org
2140,45.0,33.0,14.0,18.0,23.0,88.0,21.0,8.0,12.0,55,5.0,66.0,www.whittierpres.com
2141,76.0,79.0,17.0,22.0,59.0,101.0,42.0,10.0,5.0,82,2.0,75.0,www.cvmc.com
2142,27.0,28.0,5.0,41.0,9.0,80.0,17.0,9.0,5.0,56,11.0,23.0,www.stjoeslivingston.org
2143,26.0,26.0,3.0,5.0,12.0,47.0,13.0,4.0,,26,3.0,21.0,iberiarehab.net
2144,32.0,46.0,1.0,29.0,19.0,114.0,12.0,8.0,8.0,64,7.0,53.0,www.swbrenham.org
2145,34.0,26.0,9.0,29.0,23.0,79.0,24.0,11.0,8.0,46,1.0,44.0,www.fryemedctr.com
2146,151.0,119.0,57.0,37.0,88.0,311.0,96.0,24.0,40.0,155,8.0,217.0,www.mayohealthsystem.com
2147,55.0,69.0,14.0,23.0,62.0,159.0,21.0,15.0,11.0,101,9.0,101.0,www.palmdaleregional.com
2148,1.0,1.0,2.0,,4.0,4.0,1.0,3.0,1.0,7,,8.0,www.prairiecommunityhospital.org
2149,55.0,53.0,6.0,51.0,44.0,146.0,16.0,13.0,21.0,66,7.0,81.0,www.osfholyfamily.org
2150,27.0,43.0,9.0,27.0,22.0,83.0,17.0,8.0,2.0,66,14.0,37.0,www.stmaryhealthcare.org
2151,267.0,418.0,39.0,259.0,360.0,1265.0,445.0,83.0,164.0,785,118.0,644.0,www.hnmc.com
2152,36.0,59.0,26.0,19.0,14.0,126.0,22.0,11.0,10.0,41,,53.0,www.capecodhealth.org
2153,27.0,35.0,13.0,22.0,24.0,76.0,11.0,5.0,8.0,38,1.0,39.0,www.coloradoplainsmedicalcenter.com
2154,18.0,38.0,5.0,19.0,17.0,60.0,6.0,2.0,7.0,34,13.0,31.0,www.sunnyview.org
2155,31.0,33.0,11.0,18.0,14.0,60.0,22.0,11.0,5.0,39,2.0,44.0,www.mcrmc.org
2156,78.0,34.0,22.0,44.0,25.0,158.0,40.0,8.0,17.0,136,16.0,73.0,www.hillregionalhospital.com
2157,44.0,44.0,9.0,20.0,25.0,97.0,12.0,4.0,8.0,53,6.0,59.0,www.hegghc.org
2158,35.0,29.0,6.0,12.0,8.0,73.0,77.0,3.0,8.0,60,16.0,24.0,www.dcmhsd.org
2159,64.0,61.0,35.0,32.0,42.0,146.0,10.0,16.0,23.0,87,1.0,101.0,www.cmhregional.com
2160,47.0,37.0,10.0,8.0,19.0,54.0,7.0,10.0,10.0,33,,54.0,www.healthsouthflorence.com
2161,23.0,33.0,6.0,10.0,24.0,94.0,28.0,9.0,18.0,92,30.0,46.0,www.ajhc.org
2162,30.0,36.0,10.0,50.0,21.0,64.0,25.0,10.0,12.0,55,11.0,52.0,www.baptistnortheast.com
2163,9.0,8.0,,5.0,10.0,22.0,5.0,3.0,3.0,43,2.0,13.0,www.pcmhfs.com
2164,20.0,13.0,8.0,10.0,4.0,33.0,5.0,3.0,3.0,29,,21.0,www.sli.org
2165,43.0,54.0,17.0,19.0,24.0,120.0,8.0,8.0,30.0,48,1.0,82.0,www.fairbankscd.org
2166,50.0,52.0,19.0,31.0,30.0,105.0,8.0,12.0,17.0,46,5.0,74.0,www.stcharleshealthcare.org
2167,52.0,86.0,19.0,51.0,48.0,177.0,42.0,9.0,9.0,64,8.0,68.0,www.cdh.org
2168,14.0,16.0,2.0,8.0,4.0,31.0,13.0,4.0,8.0,29,1.0,22.0,www.sfcare.org
2169,34.0,49.0,24.0,17.0,33.0,89.0,21.0,8.0,11.0,56,,58.0,www.murraymedical.org
2170,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,,8,,4.0,www.pcmhosp.com
2171,60.0,54.0,17.0,28.0,46.0,113.0,7.0,20.0,22.0,50,2.0,72.0,www.minidokamemorial.com
2172,30.0,29.0,6.0,18.0,18.0,90.0,49.0,2.0,7.0,60,15.0,39.0,www.dshealthcare.com
2173,248.0,334.0,39.0,84.0,239.0,595.0,293.0,27.0,36.0,303,81.0,332.0,www.medicalcenterofmckinney.com
2174,133.0,174.0,71.0,35.0,92.0,289.0,31.0,33.0,99.0,157,6.0,259.0,www.kindredatlanta.com
2175,26.0,27.0,4.0,44.0,10.0,69.0,21.0,9.0,7.0,57,15.0,23.0,www.stjoesannarbor.org
2176,13.0,15.0,5.0,15.0,7.0,35.0,14.0,4.0,3.0,33,6.0,21.0,www.boystownhospital.org
2177,34.0,42.0,14.0,25.0,36.0,94.0,12.0,9.0,15.0,49,4.0,71.0,www.providencehospitals.com
2178,36.0,43.0,4.0,37.0,15.0,79.0,44.0,10.0,5.0,75,1.0,38.0,www.hcmc-tn.org
2179,118.0,97.0,50.0,24.0,93.0,205.0,16.0,22.0,43.0,110,2.0,164.0,www.mymcso.com
2180,25.0,33.0,11.0,35.0,13.0,59.0,21.0,11.0,4.0,45,7.0,36.0,www.stvincentswestchester.org
2181,43.0,37.0,25.0,9.0,34.0,112.0,36.0,12.0,14.0,81,15.0,73.0,www.khmilwaukee.com
2182,22.0,21.0,12.0,8.0,10.0,53.0,5.0,6.0,7.0,38,2.0,29.0,www.ponderamedical.com
2183,93.0,78.0,38.0,44.0,47.0,157.0,23.0,26.0,35.0,88,3.0,134.0,www.chmcla.org
2184,32.0,31.0,3.0,17.0,17.0,71.0,18.0,4.0,5.0,61,3.0,40.0,www.camdenclark.org
2185,36.0,33.0,18.0,16.0,14.0,63.0,12.0,3.0,4.0,39,6.0,40.0,www.kchks.com
2186,65.0,77.0,8.0,91.0,36.0,132.0,13.0,20.0,18.0,239,9.0,85.0,www.bmc.org
2187,27.0,51.0,10.0,28.0,32.0,93.0,39.0,7.0,6.0,37,9.0,41.0,www.morehead.org
2188,11.0,13.0,4.0,4.0,6.0,30.0,10.0,2.0,3.0,19,1.0,13.0,www.bwwmh.com
2189,1.0,,3.0,,1.0,1.0,,,,3,,2.0,www.aspirus-ontonagon.org
2190,45.0,43.0,8.0,22.0,34.0,113.0,22.0,10.0,7.0,59,3.0,59.0,www.wcahospital.org
2191,4.0,6.0,,8.0,7.0,28.0,9.0,1.0,,31,4.0,9.0,www.fhn.org
2192,40.0,39.0,24.0,10.0,38.0,112.0,35.0,5.0,15.0,75,14.0,68.0,www.khamarillo.com
2193,102.0,85.0,46.0,37.0,56.0,166.0,25.0,24.0,38.0,87,3.0,148.0,www.stmarymedicalcenter.org
2194,51.0,52.0,7.0,19.0,19.0,119.0,18.0,4.0,17.0,59,11.0,62.0,keystone.crchealth.com
2195,67.0,81.0,22.0,24.0,54.0,153.0,20.0,9.0,24.0,81,3.0,87.0,www.mahaskahealth.com
2196,,,,,,,,,,3,,,www.austinsurgicalhospital.com
2197,2.0,8.0,1.0,2.0,7.0,29.0,5.0,1.0,1.0,17,2.0,18.0,www.newrivermedical.com
2198,73.0,70.0,37.0,43.0,39.0,240.0,29.0,26.0,17.0,166,24.0,117.0,www.holyrosaryhealthcare.org
2199,22.0,47.0,4.0,12.0,7.0,20.0,4.0,11.0,4.0,23,2.0,32.0,www.hudsoncountynj.org
2200,254.0,94.0,40.0,82.0,88.0,775.0,315.0,75.0,34.0,619,79.0,274.0,www.palmettohealth.org
2201,24.0,50.0,3.0,10.0,22.0,61.0,60.0,5.0,9.0,52,7.0,57.0,co.burlington.nj.us
2202,39.0,41.0,18.0,50.0,24.0,96.0,22.0,11.0,19.0,68,11.0,68.0,www.baptisthealth.com
2203,60.0,61.0,12.0,19.0,40.0,104.0,27.0,4.0,16.0,76,10.0,69.0,www.ejgh.org
2204,6.0,13.0,,6.0,5.0,14.0,7.0,,4.0,11,6.0,7.0,www.fourcounty.org
2205,60.0,51.0,22.0,24.0,29.0,148.0,27.0,21.0,30.0,85,9.0,110.0,www.brentwoodmeadows.com
2206,30.0,36.0,13.0,9.0,14.0,69.0,14.0,4.0,3.0,41,5.0,36.0,www.hillcrestbhs.com
2207,5.0,8.0,,1.0,2.0,29.0,50.0,1.0,,31,7.0,2.0,www.gradymem.org
2208,26.0,37.0,8.0,13.0,24.0,50.0,11.0,1.0,6.0,27,,33.0,www.sireading.com
2209,28.0,35.0,10.0,14.0,20.0,79.0,38.0,13.0,7.0,59,5.0,50.0,www.stjosephshealth.org
2210,57.0,85.0,13.0,34.0,47.0,171.0,26.0,16.0,13.0,96,2.0,90.0,www.okheart.com
2211,84.0,91.0,24.0,39.0,60.0,183.0,36.0,23.0,17.0,103,24.0,108.0,www.calvaryhospital.org
2212,107.0,114.0,15.0,49.0,61.0,241.0,42.0,18.0,37.0,130,12.0,129.0,www.stjohn.org
2213,68.0,82.0,27.0,23.0,39.0,177.0,33.0,13.0,13.0,106,6.0,87.0,www.milebluff.com
2214,78.0,67.0,37.0,35.0,47.0,157.0,27.0,18.0,43.0,125,7.0,101.0,www.cozadhealthcare.com
2215,54.0,17.0,21.0,30.0,19.0,104.0,17.0,4.0,4.0,45,5.0,59.0,www.phoebeputney.com
2216,31.0,60.0,16.0,39.0,22.0,90.0,154.0,7.0,4.0,163,45.0,47.0,www.telecarecorp.com
2217,65.0,69.0,14.0,35.0,39.0,192.0,260.0,5.0,15.0,96,28.0,110.0,www.intermountainhealthcare.org
2218,123.0,99.0,30.0,62.0,51.0,234.0,78.0,27.0,40.0,160,11.0,174.0,www.huntingtonhospital.com
2219,161.0,190.0,45.0,103.0,129.0,429.0,181.0,18.0,47.0,261,39.0,216.0,www.lawnwoodmed.com
2220,155.0,124.0,59.0,41.0,91.0,327.0,97.0,24.0,41.0,162,9.0,231.0,www.smc-mhs.org
2221,55.0,48.0,15.0,33.0,29.0,87.0,27.0,17.0,16.0,85,3.0,73.0,www.valleycountyhealthsystem.org
2222,32.0,32.0,11.0,20.0,17.0,75.0,9.0,9.0,11.0,46,5.0,48.0,www.smmc.org
2223,137.0,160.0,39.0,42.0,96.0,368.0,70.0,32.0,35.0,184,9.0,227.0,www.nemhs.net
2224,118.0,133.0,29.0,36.0,71.0,258.0,112.0,22.0,38.0,199,28.0,174.0,www.goodsamsanjose.com
2225,67.0,56.0,14.0,16.0,37.0,129.0,13.0,8.0,17.0,64,11.0,70.0,www.coopercmh.com
2226,21.0,20.0,7.0,10.0,8.0,44.0,16.0,7.0,6.0,30,2.0,20.0,www.oneidahealthcare.org
2227,18.0,18.0,3.0,11.0,4.0,51.0,24.0,4.0,8.0,55,10.0,21.0,www.burnettmedicalcenter.com
2228,39.0,32.0,17.0,38.0,28.0,132.0,39.0,6.0,13.0,118,16.0,61.0,www.cmhsumner.org
2229,37.0,28.0,17.0,19.0,21.0,103.0,27.0,5.0,10.0,55,3.0,43.0,www.flagstaffmedicalcenter.com
2230,37.0,18.0,1.0,8.0,12.0,61.0,6.0,3.0,2.0,35,,25.0,www.smhdhealth.org
2231,33.0,40.0,10.0,20.0,20.0,81.0,16.0,9.0,9.0,80,4.0,46.0,www.fcmcpa.org
2232,59.0,51.0,22.0,28.0,38.0,146.0,21.0,9.0,17.0,60,15.0,75.0,www.matagordaregional.org
2233,40.0,37.0,6.0,21.0,25.0,101.0,9.0,5.0,13.0,67,16.0,53.0,www.care-one.com
2234,15.0,14.0,5.0,21.0,11.0,43.0,16.0,4.0,2.0,29,9.0,25.0,www.portmed.org
2235,16.0,15.0,15.0,19.0,9.0,42.0,5.0,7.0,11.0,39,2.0,42.0,www.porterstarke.org
2236,34.0,28.0,3.0,12.0,10.0,44.0,29.0,1.0,3.0,45,5.0,30.0,www.barretthospital.org
2237,50.0,34.0,10.0,9.0,18.0,55.0,10.0,10.0,10.0,31,,54.0,www.healthsouthwalton.com
2238,51.0,51.0,8.0,28.0,29.0,92.0,43.0,10.0,6.0,98,5.0,53.0,pvillehosp.org
2239,84.0,67.0,26.0,41.0,30.0,218.0,59.0,18.0,17.0,193,13.0,99.0,www.merithealthwesley.com
2240,71.0,82.0,22.0,39.0,61.0,231.0,15.0,23.0,18.0,65,1.0,102.0,leememorial.org
2241,35.0,79.0,11.0,36.0,30.0,103.0,50.0,17.0,7.0,117,8.0,69.0,www.oconnorhosp.org
2242,68.0,68.0,27.0,20.0,34.0,143.0,36.0,18.0,20.0,71,12.0,91.0,www.kindredrahway.com
2243,14.0,13.0,1.0,5.0,7.0,28.0,15.0,1.0,,19,7.0,15.0,www.shoshonehealth.com
2244,79.0,61.0,37.0,19.0,39.0,149.0,4.0,10.0,20.0,59,17.0,87.0,www.mrhcok.com
2245,123.0,126.0,73.0,64.0,70.0,336.0,165.0,26.0,37.0,269,28.0,171.0,www.mountainviewregional.org
2246,82.0,72.0,10.0,68.0,49.0,181.0,29.0,16.0,19.0,98,13.0,69.0,www.stlukeshospitalnyc.org
2247,23.0,27.0,9.0,13.0,23.0,67.0,7.0,5.0,3.0,22,,32.0,www.potomacvalleyhospital.com
2248,10.0,14.0,9.0,3.0,15.0,27.0,2.0,1.0,5.0,22,,30.0,www.alpenaregionalmedicalcenter.org
2249,92.0,56.0,15.0,31.0,23.0,157.0,26.0,21.0,17.0,73,6.0,90.0,www.fanninregionalhospital.com
2250,48.0,40.0,10.0,8.0,17.0,57.0,8.0,9.0,10.0,35,,56.0,www.hsriosa.com
2251,62.0,60.0,26.0,27.0,23.0,151.0,24.0,12.0,24.0,79,15.0,99.0,www.meekermemorial.org
2252,31.0,38.0,10.0,14.0,32.0,74.0,19.0,4.0,18.0,72,4.0,52.0,www.parkviewregional.com
2253,3.0,11.0,1.0,5.0,5.0,24.0,10.0,,4.0,34,,16.0,www.intracare.org
2254,88.0,64.0,11.0,32.0,25.0,158.0,67.0,16.0,22.0,132,23.0,95.0,sisteremmanuelhospital.org
2255,62.0,97.0,11.0,29.0,44.0,208.0,22.0,7.0,9.0,77,6.0,77.0,www.nych.com
2256,42.0,28.0,11.0,34.0,25.0,89.0,40.0,8.0,8.0,64,4.0,51.0,www.maringeneral.org
2257,80.0,33.0,54.0,22.0,19.0,115.0,8.0,19.0,11.0,43,2.0,125.0,www.lourdesrmc.com
2258,59.0,58.0,9.0,31.0,36.0,170.0,21.0,20.0,18.0,64,14.0,89.0,www.allinamercy.org
2259,47.0,36.0,10.0,9.0,19.0,57.0,7.0,10.0,10.0,36,,52.0,www.healthsouthspringhill.com
2260,126.0,96.0,44.0,121.0,68.0,338.0,37.0,36.0,45.0,134,9.0,134.0,www.hdmc.org
2261,202.0,154.0,53.0,78.0,96.0,344.0,50.0,45.0,82.0,239,14.0,266.0,www.elpasospecialtyhospital.com
2262,34.0,29.0,11.0,12.0,21.0,76.0,39.0,4.0,1.0,75,8.0,60.0,sabinecountyhospital.com
2263,,,,,,,,,,3,,,www.collegehospitals.com
2264,48.0,64.0,15.0,39.0,41.0,111.0,11.0,14.0,15.0,99,8.0,67.0,www.woodlawnhospital.com
2265,163.0,131.0,32.0,27.0,71.0,226.0,19.0,22.0,48.0,113,1.0,188.0,www.vhnwindiana.com
2266,216.0,241.0,106.0,106.0,151.0,441.0,69.0,52.0,90.0,321,25.0,346.0,www.rwjhamilton.org
2267,22.0,18.0,10.0,10.0,28.0,62.0,28.0,9.0,6.0,60,1.0,36.0,www.kmcnetwork.org
2268,34.0,49.0,10.0,30.0,23.0,75.0,14.0,7.0,6.0,60,4.0,41.0,www.ncmc-hospital.com
2269,71.0,48.0,12.0,31.0,27.0,168.0,14.0,13.0,23.0,101,15.0,79.0,www.stmarysjanesville.com
2270,52.0,74.0,17.0,24.0,52.0,163.0,52.0,15.0,5.0,137,9.0,92.0,www.archbold.org
2271,6499.0,4843.0,557.0,734.0,3457.0,7242.0,5922.0,1494.0,2055.0,6540,1392.0,7486.0,capitalregionalmedicalcenter.com
2272,33.0,31.0,3.0,20.0,20.0,99.0,44.0,5.0,7.0,39,9.0,50.0,www.dukeregional.org
2273,33.0,53.0,17.0,26.0,40.0,82.0,28.0,8.0,10.0,62,9.0,76.0,www.pennmedicine.org
2274,25.0,32.0,8.0,5.0,19.0,39.0,13.0,2.0,10.0,25,1.0,34.0,www.sistersvillehospital.com
2275,109.0,111.0,29.0,38.0,54.0,206.0,92.0,24.0,28.0,142,16.0,144.0,www.westhoustonmedical.com
2276,40.0,39.0,15.0,20.0,24.0,94.0,11.0,10.0,10.0,48,4.0,60.0,www.mgh.net
2277,17.0,54.0,7.0,24.0,19.0,51.0,43.0,1.0,7.0,37,9.0,29.0,www.bacharach.org
2278,70.0,69.0,15.0,14.0,41.0,124.0,25.0,11.0,8.0,55,6.0,67.0,www.fatimahospital.com
2279,9.0,13.0,4.0,6.0,3.0,20.0,10.0,3.0,5.0,15,2.0,17.0,www.uhd.org
2280,86.0,70.0,38.0,45.0,46.0,126.0,26.0,27.0,32.0,75,3.0,139.0,www.mercyfolsom.org
2281,225.0,158.0,64.0,108.0,76.0,393.0,33.0,77.0,72.0,201,3.0,232.0,www.hialeahhosp.com
2282,38.0,17.0,,11.0,10.0,58.0,17.0,7.0,4.0,25,6.0,25.0,www.nbhh.com
2283,49.0,55.0,10.0,19.0,33.0,90.0,20.0,9.0,19.0,66,2.0,73.0,www.parkviewamc.org
2284,19.0,28.0,2.0,20.0,21.0,39.0,24.0,6.0,1.0,33,13.0,28.0,www.nyhq.org
2285,81.0,61.0,22.0,10.0,41.0,139.0,11.0,11.0,21.0,60,1.0,95.0,www.vrhamarillo.com
2286,6.0,1.0,2.0,2.0,2.0,29.0,24.0,,1.0,26,2.0,6.0,www.kindredrichmond.com
2287,28.0,31.0,8.0,13.0,21.0,140.0,12.0,12.0,8.0,35,1.0,50.0,www.hunterdonhealthcare.org
2288,37.0,31.0,8.0,30.0,22.0,94.0,37.0,6.0,8.0,72,10.0,42.0,www.mercydurango.org
2289,124.0,124.0,34.0,82.0,75.0,302.0,88.0,19.0,50.0,227,10.0,204.0,valleyregionalmedicalcenter.com
2290,69.0,47.0,15.0,24.0,31.0,120.0,31.0,10.0,9.0,60,1.0,55.0,www.cloquethospital.com
2291,4.0,5.0,,2.0,2.0,9.0,4.0,,1.0,10,1.0,4.0,www.imhcc.com
2292,84.0,100.0,22.0,72.0,55.0,261.0,61.0,14.0,18.0,182,20.0,95.0,www.froedtert.com
2293,43.0,48.0,16.0,16.0,23.0,107.0,19.0,8.0,17.0,67,5.0,73.0,www.millwoodhospital.com
2294,97.0,55.0,13.0,32.0,37.0,155.0,27.0,8.0,16.0,89,4.0,88.0,www.obha.info
2295,23.0,19.0,8.0,12.0,7.0,43.0,22.0,2.0,2.0,26,1.0,23.0,windomareahospital.com
2296,,,,,,,,,,2,,,www.uihealthcare.com
2297,108.0,97.0,42.0,28.0,48.0,314.0,52.0,13.0,13.0,302,56.0,149.0,www.claibornehospital.org
2298,15.0,22.0,5.0,13.0,11.0,60.0,16.0,13.0,5.0,24,9.0,36.0,jamaicahospital.org
2299,81.0,87.0,29.0,51.0,46.0,234.0,55.0,17.0,16.0,189,12.0,108.0,www.santarosamedicalcenter.org
2300,28.0,19.0,3.0,23.0,8.0,64.0,6.0,3.0,2.0,24,4.0,16.0,www.princegeorgeshospital.org
2301,54.0,58.0,16.0,33.0,63.0,149.0,33.0,8.0,11.0,97,13.0,94.0,www.summerlinhospital.com
2302,3.0,3.0,2.0,3.0,2.0,9.0,2.0,2.0,2.0,8,,7.0,www.mercymemorial.org
2303,51.0,30.0,4.0,10.0,14.0,91.0,27.0,3.0,6.0,49,14.0,44.0,www.chippewavalleyhospital.com
2304,28.0,34.0,6.0,13.0,17.0,60.0,21.0,4.0,7.0,29,1.0,43.0,www.pssurgery.com
2305,24.0,40.0,12.0,21.0,19.0,68.0,31.0,11.0,5.0,79,2.0,40.0,www.bassett.org
2306,59.0,62.0,18.0,17.0,40.0,100.0,41.0,6.0,5.0,57,2.0,67.0,www.sandimashospital.com
2307,18.0,20.0,4.0,15.0,7.0,60.0,2.0,7.0,,42,4.0,28.0,www.geisinger.org
2308,110.0,110.0,33.0,36.0,35.0,171.0,15.0,16.0,51.0,72,2.0,125.0,www.rhsnm.ernesthealth.com
2309,38.0,52.0,46.0,34.0,46.0,145.0,32.0,26.0,13.0,79,5.0,98.0,www.ohsi.com
2310,16.0,16.0,2.0,6.0,17.0,28.0,11.0,3.0,2.0,34,3.0,17.0,www.firstcarehc.com
2311,63.0,51.0,18.0,17.0,28.0,123.0,28.0,6.0,23.0,83,5.0,58.0,www.summersvilleregional.org
2312,47.0,42.0,2.0,23.0,21.0,112.0,9.0,3.0,4.0,51,9.0,34.0,www.highlinemedicalcenter.org
2313,104.0,84.0,38.0,33.0,31.0,290.0,67.0,18.0,7.0,359,46.0,95.0,www.covenanthealth.com
2314,92.0,93.0,27.0,41.0,64.0,206.0,13.0,11.0,24.0,126,,122.0,www.brookhavenhospital.com
2315,36.0,27.0,9.0,30.0,20.0,75.0,14.0,8.0,3.0,33,6.0,43.0,denton.thehearthospitalbaylor.com
2316,113.0,84.0,48.0,57.0,54.0,192.0,22.0,35.0,45.0,112,4.0,167.0,www.stjosephscares.org
2317,33.0,48.0,13.0,39.0,45.0,113.0,31.0,13.0,8.0,47,7.0,68.0,www.hackensackumc.org
2318,50.0,57.0,20.0,47.0,34.0,141.0,28.0,9.0,17.0,142,11.0,68.0,www.grundycountyhospital.com
2319,9.0,29.0,6.0,20.0,5.0,41.0,6.0,1.0,3.0,25,3.0,16.0,www.stjohnshealth.org
2320,86.0,51.0,13.0,35.0,25.0,163.0,18.0,33.0,16.0,73,4.0,78.0,www.smmccares.com
2321,32.0,34.0,10.0,17.0,22.0,70.0,22.0,7.0,11.0,77,10.0,39.0,www.fallshospital.com
2322,40.0,72.0,10.0,24.0,36.0,101.0,15.0,19.0,6.0,95,8.0,81.0,www.stclair.org
2323,,,,,,,,,,3,,,www.epichealthcare.net
2324,9.0,18.0,,2.0,6.0,26.0,9.0,,,12,,8.0,www.lsuhscshreveport.edu
2325,10.0,37.0,11.0,14.0,13.0,43.0,45.0,12.0,1.0,37,2.0,42.0,www.bcmh.org
2326,30.0,49.0,6.0,9.0,20.0,49.0,32.0,5.0,7.0,67,2.0,41.0,www.united-medicalcenter.com
2327,48.0,36.0,4.0,21.0,25.0,86.0,9.0,4.0,4.0,36,2.0,45.0,www.lakeregional.com
2328,59.0,46.0,27.0,13.0,29.0,79.0,18.0,6.0,11.0,53,11.0,58.0,kentuckianamedcen.com
2329,140.0,86.0,20.0,34.0,41.0,230.0,18.0,11.0,18.0,108,10.0,125.0,mckeesport.selectspecialtyhospitals.com
2330,117.0,83.0,39.0,42.0,65.0,247.0,48.0,15.0,58.0,104,5.0,176.0,www.delamohospital.com
2331,13.0,15.0,4.0,10.0,9.0,33.0,25.0,3.0,2.0,47,6.0,21.0,www.madisonmedicalcenter.net
2332,80.0,78.0,50.0,45.0,63.0,199.0,19.0,15.0,26.0,108,22.0,136.0,www.stelizabeth.com
2333,81.0,77.0,29.0,40.0,32.0,195.0,63.0,17.0,19.0,214,13.0,101.0,www.springhillregional.net
2334,480.0,449.0,128.0,235.0,320.0,1256.0,494.0,114.0,102.0,776,129.0,751.0,www.stpetegeneral.com
2335,62.0,61.0,20.0,29.0,58.0,159.0,32.0,11.0,13.0,74,1.0,111.0,www.floridahospitalflagler.com
2336,20.0,18.0,2.0,3.0,10.0,34.0,1.0,4.0,8.0,18,,20.0,www.chghospitals.com
2337,409.0,414.0,184.0,173.0,296.0,767.0,106.0,93.0,169.0,440,10.0,556.0,www.pvhmc.org
2338,56.0,59.0,8.0,48.0,31.0,133.0,97.0,3.0,6.0,153,16.0,75.0,www.knoxvillehospital.org
2339,6.0,25.0,5.0,10.0,9.0,21.0,15.0,,3.0,29,3.0,19.0,www.cavernahospital.com
2340,100.0,56.0,13.0,35.0,37.0,166.0,27.0,8.0,17.0,91,3.0,90.0,www.obhlc.info
2341,53.0,44.0,11.0,12.0,23.0,73.0,11.0,14.0,10.0,44,1.0,64.0,www.uvahealthsouth.com
